user, longitude, latitude
11c109944f30b7d6eeb145fa4fff63f39b37d3e6, -71.1056156, 42.3750997
5187dfeca3ecb932c1a5784aa208cb2d6b737119, 151.210047, -33.8679573
120e4a82b241979cf6be08792ac43c681498c649, -71.0595677, 42.3604823
3e83afaa1ead4b361cfbc02671e135c2b9348f77, -122.2728638, 37.8708393
b74b8f458b1fa346df44b6cff53814bb36d2b482, -122.2728638, 37.8708393
d2683ed54bb8750fd08296d2b909bad936c0c12d, 23.8222636, -2.9814343
4a1c1730856471d69daa122887e7d4e1344763cb, -122.2728638, 37.8708393
3a36b3f0620abc755c1ad4743b20436522ddf169, -122.2728638, 37.8708393
f460b8fab67152914af926be4fe2816eb70f1ce0, 121.4888922, 31.2253441
b855d606df6ed6e2f6332e3fdbe344ccd946cf3a, -122.7435756, 48.9881108
e69b95956923c119a614e83be6932bb3efbd97f3, 1.4352466, 38.9124347
afab5debc38350ee608a6de5d0cd45b7461f3220, -123.0950505, 44.0505054
18b2d9ecb37076e7a16615570f542f492ba68d15, 78.4747305, 17.3616227
b95ff144809c394baf449268c12b91b8af0d1529, 4.66696, 50.6407351
16e88bb9a23b45715b5e70713fa4e78def803de8, 60.6082502, 56.8391034
ba36fca06f5d35bf00953b56606df70451aca9e2, -122.8037803, 45.4871723
ac25330c40a20ea6fc6f6b0bf5a587bd5d7c1500, 134.755, -24.7761085
6ab59f0d8038acff5202d9a4458afbba8f01ef9e, -71.1056156, 42.3750997
5019c487ddd39533733e342810491eaabe1d6c89, 1.8883335, 46.603354
5a072bd45c132c3c5df958fa4012abb8097832bf, 9.9999997, 51.0000003
d4952d4e9794610feca50a5cc2580e299c0908f0, -100.4458824, 39.7837304
4bd4f9513f9b697d935732767f072d07079e9b0a, 172.8344077, -41.500083
3e906b9780cce56cafd427ec7a15125aae9e4498, -73.9865811, 40.7305991
4ef4672f24044e3cc901ccf88e5f26af92397acc, -75.8817315, 41.2464824
8a179e511ebf36eb6a13f52e5518220bf6bd5b1e, -71.0994967, 42.3875968
34379a83f53f1e47230c108a9958ed7d5436e7fc, -80.7286239, 28.2446658
d4f215504ad19e04f1523c113be885a32944b608, -87.6244211, 41.8755546
b1211f9c1b4608256297abedafc7a329885d671e, -71.1056156, 42.3750997
72af5026b893d472fe15968c861829d9afdd0342, -122.4192362, 37.7792808
8bbbde02143d6be92b2cc3f7b85a1d048766f3f7, 1.8883335, 46.603354
ebcbbc4ac00abffe426d7cbaa35bbd825e361bb5, -0.540240236617432, 52.7954791
20ce7c35e9e4bde395ef1578e82bf3af6ab209c3, -71.2328331, 42.3500967
ba413716898c54f34cc03578183194f86fc7463a, 24.6859225, 45.9852129
7da9c7ef79229cbba2630a3a91539acd9f192d74, 78.4747305, 17.3616227
1110e2a02d32e6e8bcf95a48017541c1d4e6aa0a, -117.1627713, 32.7174209
b3d4a47d1c993ed8b2b69a1bf6b0a980ac7d7cec, -122.1920248, 47.6859573
7edec1975ed5aa15668578cd1c819c6946864463, 7.5332489, 48.5036202
f470f189ec2453aecd5f0899c2fd2aa4a8b8c604, -122.4192362, 37.7792808
b8ceced1bf86b1ad089774c179216474c9fcee77, 2.3514992, 48.8566101
68c7455762cc5032dff9410d393927b2de84fd55, -58.4460878, -34.6143904
7d1ea574e9ac50e4e3ff61540436ac54b2a669fc, -106.650985, 35.0841034
1472cb912a560cdfecd51d39302e7f943a1489ba, -122.4192362, 37.7792808
dbeccfc4d5b45f3b6ac3b0d67a28d467667838e2, -120.6596155, 35.2827525
0701318fb8c7fd905a0b1d001a7faf958b8c8b19, -71.0595677, 42.3604823
d54fe304de820529dcfab4e6f8023e2f7c2ec5dd, 144.9631608, -37.8142175
a75d4b9f8cc1ecee2b71a9a6773d8b5c8668e50b, -97.7436994, 30.2711286
51d85ef06e074f61c14068b13a37ae8ff56cf710, -6.2602731, 53.3497645
3bde8cd05e7008118235ba7e66900fc5eb8905bc, 11.5753822, 48.1371079
65f35479e581fe9171da8cf645f3f907bc71fadc, 71.247499, 30.3308401
17bea0dbc40f27c8514aa5784155910740995e78, 139.294774527387, 34.2255804
aaa51bece4e6f6489afe6a935fde5e141b2b69bd, -3.7035824, 40.4167047
caab5e1ab0b482035a9fb826d0a649914ba55cc6, 14.5208584, 59.6749712
3c42d04052b4d30d21b548fb06b619999c6dcc38, 13.1929449, 55.7029296
d40d2b7338ad727a65e79351297cb320ccc892ff, -122.3558472, 37.7884969
136ae92f39ced78a509e036f2e5838b7c71f135c, -122.0820499, 37.3855745
1bd3c48989b2cc713011b20c612ac779999a37e5, -73.9865811, 40.7305991
4a1ec317b43cdb4a6025632e8aee1a8e609e9da7, -5.995317, 37.3886303
205bb684967e41beba32b0aa9ceb69232345f3f4, 35.0015196, 30.8760272
db9290243697afa1efec90c964c22ca4e51d9084, 8.2319736, 46.7985624
bb46c14c7ddbbf2b5b3e100aa568075367e9c72a, 6.1466014, 46.2017559
16dee91fd45d81bdafd74b892506afd9c79ddfb3, -82.3247975, 29.651907
b96baea0ff72025da6cabbc8c94411b95e711cee, 2.3514992, 48.8566101
89ac9bf023c458ea2b9a5191c2818410536931a5, -122.4192362, 37.7792808
44e3cb1bc5be31e2fab290e65bde12186b981975, -85.6678638, 42.9632405
4eedc8530336881bc64810d4f6dd9a81af28aef2, -76.9382068, 39.5162234
7e75f723daadcad68b5874dfe368449bf1c40b4b, 144.9631608, -37.8142175
1227ecb4702a779254543af21e1864c4f23c8320, -88.2433828, 40.1164205
716d72859045f239ab1e9c90da5b6c6f7988fd9b, 2.3514992, 48.8566101
5e2d8a1458535ac0b57118e19cbb7603f494b43f, 2.3514992, 48.8566101
74a6fd7bed700a8e3fdcb31e8d0e21c763c5a0e7, 134.755, -24.7761085
64bc3fbe4e115730c2e988d0474970e7b917adc6, -2.2441008, 53.4791301
8fb65368796cb14e6b4dab016ff38a8897bb2b20, 17.94004085612, 59.44704565
0aa3f7690ce7e27c533de032a3ed33fcb682f7a5, 11.5753822, 48.1371079
e7d476d8a23a1064c5cec55404987431c8eee806, -83.731229, 42.2681569
c3255eaa3bf0a1a284d3f4ebb11fa374dce7f105, -0.1276473, 51.5073219
c71cac3b1bf5f797ae68ac2aadf491712a99bc25, 14.5208584, 59.6749712
97d62c81600f6278f2d3304826f4d43813991d88, -76.4968018, 42.4396039
32bc4fa23ec4523af78851e4e0acc0f3ad64c1ac, -76.6108072, 39.2908608
ed593db3400bf5278eb4fab74d2a51b941caecbb, 19.4528646, 48.7411522
d2a253b00d3be0c9f2d9e9099a8b405549f891d2, -70.6692897, 41.5236637
b4dde951418fcdcbbf4b1b6de6058a9b4b2a8981, -122.2728638, 37.8708393
2d645e31886e22d3d0826397d4781d1a9ee53a87, 15.4385716, 47.0702563
bf22df6de01948f77ade2420b6d1f2deafc47475, 5.53460738161551, 52.2379891
d6b9a7214a0e152e4256692d48962a8d612aca11, 15.9130011, 45.7992642
e7cea1f19d28a49b968647fe561de5dc7f0d15e7, -73.9865811, 40.7305991
1bbe0f695babcd4bfcb9b559b07311ee6ded0f7b, 113.259001, 23.1300037
b245cc956df5f69de9738baa952e293a9d8d41a1, -87.6244211, 41.8755546
3bbacff76485e9bb62ec5e066782aa185fde09e7, -77.1710913, 38.882334
e9396e6d5af561e033eba7c590ebff546881fadf, -97.7436994, 30.2711286
e3920819fe75c5aa8207b3b91b4800e39c37579b, 10.4234469, 51.0834196
490f00175f0cc29a91971715ed8e92a41a16efd9, 6.6327025, 46.5218269
b3a3059ea41e68c3666636a56561e26e4f78f9b0, 10.000654, 53.5503414
5c5a69d38e11c18cf7f765fc43d8e03bf370ebdd, 11.5753822, 48.1371079
ca3f1ffaac4e93010b47168134e78043eeb2fba1, 0.124862, 52.2033051
ac1ca4099eca526b0fdac86b0899f0d5cb1d15b0, -72.0323659, 42.3788774
b91cb15cac88d0a7ea328ea3f3d1eb99b6f26925, -105.2210996, 39.755543
969000e82dd846bed81229fb1f977e4990d273de, 5.53460738161551, 52.2379891
e97d50478747e3819adaf4e1d31cb0df69996fe1, -72.5231429, 42.3803676
68c87fba7bbbd1444d51b88bf7e83829ff80347f, -84.3901848, 33.7490987
d43b42f2ef3ad28dca07466c444722ddcfb60125, -111.0446747, 45.6799842
979c7561b477aca99c8bab368a2863824d009af7, -117.1627713, 32.7174209
2938e4c3c0477ff8e5a0e72b69ebfa9edd70c766, -76.4466293, 40.3439805
694a14a6d48c3321417fd3f7a71e3eca428b2075, 4.362724538544, 51.9994572
563c74f2fe220a86d82f25e530b27c01cd47b243, -122.2728638, 37.8708393
912c6155d4f5469c0afc11f98df88a0ecad81d7f, 0.124862, 52.2033051
1c9074c3658c21d49a0becb32c44de6e26ac3814, 134.755, -24.7761085
1ec9f3057ff363f895f89d7db9d5823789d07b96, -73.9865811, 40.7305991
fc3c37cc4eb2ed02ae10e07e06fd60a54fb5429b, -97.7436994, 30.2711286
283074da5af6e7ef6ea60d47ff8cabea06dd5216, 115.8604796, -31.952712
081066a5906d88abe821f4a95aa3019ddad2acc2, -71.1056156, 42.3750997
fcaff516dcc2d3ed980231547ca8495e31a1312d, -122.4192362, 37.7792808
d0dd460acf73b5563c47e66a09bc2f8b59f23a5d, -2.6724096, 42.8464529
aa01bc36b4498658508fad020c9cbcf648233f1b, 10.4234469, 51.0834196
b04092a9f053d8e748ad40247d60317a91c47930, -83.731229, 42.2681569
688ac23f9abd879af6e3b746fb185ea36f6e1b20, -123.1139382, 49.2608944
b6c1f6da81335b0a4dc01e2003165bdf343f3a9f, -3.2765752, 54.7023545
d4dddc70e6eff60a5444e1605c6f0323ae5cac20, 78.4747305, 17.3616227
29df8447f1b4cad8859d5979481071f133d22349, -118.2439408, 34.0543942
573d77a26f2fca88473a0783e01850cb1bacb228, -84.3901848, 33.7490987
017127105540cb83daeaae3718ce906f5a4667ba, -89.3837612, 43.074761
a22aebaac206b35694b7c06659f80a5ba3188444, -96.7538673, 46.8739081
b220e02c5466478392081a7bbe3b6db948382516, -73.9865811, 40.7305991
f7ae3b86d6c95f57324ae3c575b5a033b28ea010, -117.1627713, 32.7174209
88f9858d04c105d2f99a7e59c3a2be9bdf161fd8, 16.3725042, 48.2083537
3e43d21fa0e1601911cb65c9b320bc767ec815f9, -122.4192362, 37.7792808
e1a95e81262e7b4f2ed07913023c7290b89f4320, 4.66696, 50.6407351
cd2019c6afb0c854571538ba957174d2c0e67442, 7.8494005, 47.9960901
9264f3b77f40389dd913bea821d8efc06eb61b69, 32.853758, 39.9220732
cbd87a857365e23c9285eb764daa688925bc9d14, -122.3300623, 47.6038321
bfa48a2c54f1a5b0dd09f6aa450cecb557b5f6b2, -121.8905832, 37.3361905
766b7a3e605816e159c2bc91af0a1e896bfc62a7, -71.1056156, 42.3750997
abb3ae2c9f14d9a3bc92c77a69c263606b5635ba, 35.0015196, 30.8760272
b9d3e05ca196aded4ec45c5c53d4649d9aa1ddf8, 7.2683912, 43.7009358
c62b7c976532b987f65e68bcfe1ed5096f155295, -122.3300623, 47.6038321
f5ca3ce2921a2160f582b8a044470a5e9ec4e8b7, -122.2728638, 37.8708393
71bcebba0df1dc9257a698106be3d2f200add5fd, 19.0258159, 52.0977181
efc8354cbda0173834a45388d83e524312ae6f51, 10.0099133, 53.5437641
08e9fc2f95d21fe9ea6533f2b98567c5a99355b3, -122.2728638, 37.8708393
72661b00579078e946f413487399ecb45e88582a, -100.4458824, 39.7837304
80eabb6dbabb8f27406e09555fec243a5e10af54, -122.4192362, 37.7792808
0f501a0e2af868d8ca387204ec1a674b68a9b9bc, -122.2728638, 37.8708393
655c591088df8dfe3569b9b28a58504e8362da4e, 2.3514992, 48.8566101
598480ce7812c5809778ae17623d0aee5dc2d516, -0.1276473, 51.5073219
858f315c4f88bbdb34a763f3849bb356c9b907c7, -73.9865811, 40.7305991
5ecae00a3bc01f6495a2abef45060134109a44e0, 35.0015196, 30.8760272
1f5802caa7ce46d8046f75a8d1d4f79ca8f6d632, 10.7391112, 59.9132694
c909e2ff6a121814e69c8b63253b4017fe1fbd9f, 8.6511775, 49.8727746
f3be99f3ed9f1bcfd943a72f3a7eda4b7f9bf7af, -123.1114404, 45.5197452
8e435c034ed0766c5ea1abfe057ecd98e5c1d23a, -80.344534, 39.2806451
7e329c304bb00332ae0eaff0e30ecb53d3490ff9, -1.5228151, 47.5473786
edefc7b1ae994d2922c7576f70d7c12f69eeac83, 2.3514992, 48.8566101
5f77af2f828db0782bd2cda9901bc7ea08379a9a, 77.5912997, 12.9791198
8274fe68009a114bc4ba75f93824627a315e3e21, -0.1276473, 51.5073219
52e3c2a492f8872c121a78962bfd5ba8260d395f, -70.650445, -33.4377967
40b64faa17c2c667e8c4ad79f685980833b66996, 7.8494005, 47.9960901
7917faaac0a42d5c2a073da80f29e9f14a28850a, -122.0294258, 36.9746099
7c7a68746c6bb8fc99a5f16f8d472eeb7f9cbe09, -71.0595677, 42.3604823
ee16e1edfb7ac85c731770fbc8dd91ef6a43eb7a, -73.9865811, 40.7305991
a0e43666174a4b203ba3588048dc219f038f60df, 82.9234476, 55.0282215
49f1b46d4318f48778e82c2b9faa19bd843e3427, 78.6677428, 22.3511148
66e15f010bf0d959debf7dbb44a2e84331493576, 116.391248, 39.9059631
bb7f56cbccbfede3a6d5615d23a5b46d5b6a51af, -86.9080654, 40.4258686
f56ba0a7714a47ab04dbfcdbd2ca429c1c82cafd, 17.0326689, 51.1089776
eb1fa4a8476b5fe72302618a09ce314eb1c7c10b, 77.7501677, 12.8831063
9d8230770c7d098f543613fbde328d3d349a740e, -77.727883, 40.9699889
a1cd4f7b2b897582e93208fc271ec99cdb437464, -73.211494, 44.4723989
18960c79135859acf1003e754db6454e99895ec4, 27.5618791, 53.902334
0924ad59994b71c3faa7b66f1c9e24691ed126e7, -122.182187, 37.4538274
9f880ce2e45dfca13d6931d8c710e09b526e72ce, -107.991707, 61.0666922
c6d0b9924c8b725cfb2b306c5cd575c4472dc5cd, -118.2439408, 34.0543942
2861fc5e97eb923ce75bfcb6cb3e3ff68af15898, 16.9335199, 52.4082663
ccf490e7d32a20e58a80a53c1e9e4762c123eee4, -75.1635898, 39.9523993
1eff0309d1f89bf5bebdbe5743c620bb8fe79319, -64.1833189, -31.417339
eaa371ba9b8fa86bb367dc783006df23a0afffb7, -0.1276473, 51.5073219
97e6b18f0604da723d13340a5d9c6febb193c78e, -3.2765752, 54.7023545
3af9ee0c3e9bd21eea71f0a083b573bb56a5b50f, 7.1006599, 50.7358511
c4984fb9d93ab1ff0c2d66c79faa76c787acac13, -107.991707, 61.0666922
e40046503169f1f3a1c95b13280abdc6d3a543da, 8.8071646, 53.0758196
0e77cdf94e10fb91190a722a2c6590b47a9a3182, 3.8767337, 43.6112422
c69d932e7dc3bd373593331e38f09ff4c6f9c645, -75.1635898, 39.9523993
527377f5b2871cecada3237dcdd73a63c9eefe5d, 5.3699525, 43.2961743
b36f2f2ae951f17283190bf4e9c6042a5bf09aaf, 13.3888599, 52.5170365
225ab3538e4d7a4ca8026dfa3f8c29f09e77cd52, -71.0595677, 42.3604823
23248263ad0a330c01395f2ce4c3a53adb9463ea, 115.8604796, -31.952712
0b428f1b958dc04154565368d671a9d62bd02b0b, -42.4194149, -22.2752761
78b24f9c7188a6a28f75b72d52e9f989b287e06e, -118.2439408, 34.0543942
16b59285a68668f557f2a5e6ec6854ceba4f51a7, 34.7805274, 32.0804808
23384d2ead6b730d8beae3a995bbe8b424e25307, 8.6820934, 50.1106529
106cbb3bda3a2a505b32d42b33325e84f977431a, 2.3514992, 48.8566101
aaa7e9a449af7ae886490ac9b0ad39acbb2ab400, -96.5716693, 39.1836082
998e7d231d6a1bc6a5bca2c06fd8d66fce7e5872, -122.4192362, 37.7792808
3b0e9ab889597b689f657d376cc9027183e11a65, 21.7910016, 61.4867236
1435a8b2b28cd0221000f51a6c450917a84748ce, 5.53460738161551, 52.2379891
6d8c8b803ba7b92952e52657600d9dd31986b1cc, 80.2829533, 13.0796914
0c4ec231fbf201c64b86774d3faab77a8016d7ee, -119.6970238, 34.4098107
5a69803700482e47683e552aee39227342ac42bb, -73.9865811, 40.7305991
5660cebe2c87ba46c494f44316996c8bada2370b, 2.3514992, 48.8566101
ebf59757724599881dfaa612bf609c9c711224e4, -105.2705455, 40.0149856
c2aaba115afe42c37c3046608377d716dbd752af, -90.0701155, 29.9499323
ab88213880465c3048a4e94369b31ae8c487de71, 6.9599738, 50.9383611
e067f692c23d82e91e7bbdffe80cb0ebeae355da, -105.6077166, 38.7251776
d2b48f4baa2e514d39e192d36d653c1805ed51c7, -79.3849007, 43.6529206
ea7c1d403890fb6a2b3efd707d78dd510fb75e91, -79.3849007, 43.6529206
ee5d6d36eadb4a73bd55f70e05c13aeeabe3e8a4, -3.7035824, 40.4167047
369775971e4870a21780364da3096487c450ff0b, 9.0535531, 48.5236164
4d108d55aef4ae89cbb39879245cb041cad2cce0, 25.9209164, 63.2467777
a747250940d6352c1e50bf0e27944eec5b031234, -73.9865811, 40.7305991
75462a9998d4f67708e400ba74693740a50d4120, -73.9865811, 40.7305991
239a8fe6c231c8b6991df3e0a5758a2b816bf4d5, -122.2728638, 37.8708393
0a2830d62bf0fe7d8a0337b30aaffde997959917, -79.990086, 40.4416941
4ea7b2eafce93dc6ed8c743b8f0964182fc6c346, -0.1276473, 51.5073219
9b52258699da6e658aa8f663b4031e175eaaa2f7, 13.3888599, 52.5170365
d28ddac0881da43408146263e7d4b2a0a46ef8a0, -122.2728638, 37.8708393
c578458f64226a0678e883c5100a24eaac69fe14, -38.4812771, -12.9822498
a44e5bb8f073b914f0badc112bdbc02b47ba5134, -102.4107492, 34.2331373
a85d0af26bae84bbbd47c42994fac1c0d9d7b095, -73.9865811, 40.7305991
dcf9486b9fc95696a58c49571bd2d03ba8957551, 8.4044366, 49.0140679
a284dfbef009cb7dcdfc7e95bf46d84fff82fde7, 11.5763079, 49.9427202
b2fb527bfd4ad8186c4b181d7c62bfc80cde73fd, -0.5800363, 44.841225
20829631098bf0115a3308214600c3ee1e4c00d8, -75.6900218, 45.4210328
08cc7fde6fffc3589b4795265a206f96d6fd3a18, 10.4234469, 51.0834196
8bf0a59569e5c7cdc04f223b52a2381da2841fc3, 5.5734203, 50.6451381
689e7838d59530814d888e80c3d2a662180b9f82, -118.7559973, 36.7014631
82755dfc5c54e8d1875ad07f183a40744c1ca389, -73.9865811, 40.7305991
714e07a3b061aa816e16b08aecd521d69b789538, -122.4192362, 37.7792808
f08f6f645068f3fdc4d40607bee7bdeae22862c5, -73.9865811, 40.7305991
8a714f78e54dabbc867d909b041d10bd9f9ef3fd, -3.10555966945376, 53.3713863
c005040aabc59ac76f76079a00a352ef0d654c3a, 3.5560447, 44.0009649
2230cf01c9eee2ac7236fec164c801f711152c61, -3.2765752, 54.7023545
024b10ee910a68e7dbd44acba4c37c647c80f57e, -79.3849007, 43.6529206
28c2c6ae4581c897f0f6fcb49aaddab6065bffa0, -86.4957833, 30.3935337
6a6bba9a2f6b38c8e069ea22823db261998858f6, 19.9636393, 50.0402692
9d8cc99551e18ab91d225712291ca3ed26ca0102, -71.0595677, 42.3604823
81029dceeba7c40bba4c81d7471c4c3a1d3cc370, -122.3300623, 47.6038321
4eaa9c61960a999ae74b86189be26ec313b315ce, 13.3888599, 52.5170365
325c2ec69f4c25aee2bb791fa24d7ec26ab69662, -105.2705455, 40.0149856
8670be0305f05b3da1812087e0af4279f25d852b, 144.9631608, -37.8142175
b7e3e7b8e85c9239900a3f6190f050cdde10660c, 106.8271826, -6.1753941
